ID,Name,Price (CZK),Location,Latitude,Longitude,Flat Type,Is New
65606220,Pronájem bytu 4+kk 198 m²,75000,Praha 5 - Smíchov,50.06604922772958,14.41836677227042,8,False
3523809868,Prodej bytu 4+kk 123 m²,22190000,Praha 5 - Radlice,50.04522822772958,14.39668477227042,8,False
695865932,Pronájem bytu 4+kk 107 m²,27000,Praha 4 - Nusle,50.05026022772958,14.45871977227042,8,False
1182422348,Prodej bytu 4+kk 146 m²,12802000,Praha 4 - Kunratice,50.00275122772958,14.48270477227042,8,False
845070924,Pronájem bytu 4+kk 143 m²,52000,Praha 5 - Jinonice,50.045877227729584,14.38463277227042,8,False
1785975372,Prodej bytu 4+kk 108 m² (Jednopodlažní),13966000,Praha 5 - Stodůlky,50.03976222772958,14.32926977227042,8,False
3175645772,Prodej bytu 4+kk 143 m² (Jednopodlažní),0,Praha 5 - Smíchov,50.05523822772958,14.39940177227042,8,False
1842942540,Pronájem bytu 4+1 112 m²,41000,Praha 5 - Smíchov,50.05940422772958,14.41876277227042,9,False
1489572428,Pronájem bytu 4+1 167 m² (Mezonet),52000,Praha 5 - Smíchov,50.05947222772958,14.42210677227042,9,False
577643084,Pronájem bytu 4+1 167 m² (Mezonet),52000,Praha 5 - Smíchov,50.06006722772958,14.42204677227042,9,False
4073263692,Pronájem bytu 4+1 167 m²,52000,Praha 5 - Smíchov,50.06006722772958,14.42204777227042,9,False
3925414476,Pronájem bytu 4+1 224 m² (Mezonet),52000,Praha 5 - Smíchov,50.05947222772958,14.42210677227042,9,False
1576604236,Pronájem bytu 4+1 167 m² (Mezonet),52000,Praha 5 - Smíchov,50.06006722772958,14.42204677227042,9,False
3036222028,Pronájem bytu 4+1 223 m²,1317000,Praha 5 - Smíchov,50.05947222772958,14.42210677227042,9,False
3445166668,Pronájem bytu 4+1 103 m²,40000,Praha 6 - Bubeneč,50.089490227729584,14.41176877227042,9,False
